_id,origin_zone,Origin Name,Destination_zone,Destination Name,Commodity Group code,Commodity Group,Daily trips,comodity weight (KG),Commodity Value ($)
1909,3516,Victoria,3519,York,3,Automobiles and other vehicles/ gte,1.39," 6,586 "," 90,022 "
1910,3516,Victoria,3519,York,32,Empty,3.36, -   , -   
1911,3516,Victoria,3520,Toronto,4,Base metals and articles of base metal,1.99," 1,715 "," 2,004 "
1912,3516,Victoria,3520,Toronto,19,Other agriculture and food products,1.93," 36,475 "," 77,761 "
1913,3516,Victoria,3520,Toronto,21,Other manufactured and miscellaneous goods,6.78," 14,292 "," 97,276 "
1914,3516,Victoria,3520,Toronto,32,Empty,20.32, -   , -   
1915,3516,Victoria,3521,Peel,21,Other manufactured and miscellaneous goods,3.93," 19,157 "," 130,180 "
1916,3516,Victoria,3521,Peel,32,Empty,12.61, -   , -   
1917,3516,Victoria,3523,Wellington,32,Empty,1.76, -   , -   
1918,3516,Victoria,3524,Halton,3,Automobiles and other vehicles/ gte,7.83, 783 ," 12,573 "
1919,3516,Victoria,3524,Halton,24,Parts & accessories for motors vehicles/ ogte,1.24," 1,130 "," 4,292 "
1920,3516,Victoria,3524,Halton,32,Empty,1.73, -   , -   
1921,3516,Victoria,3526,Niagara,32,Empty,2.13, -   , -   
1922,3516,Victoria,3530,Waterloo,24,Parts & accessories for motors vehicles/ ogte,1.99," 1,358 "," 4,853 "
1923,3516,Victoria,3534,Elgin,32,Empty,1.49, -   , -   
1924,3516,Victoria,3543,Simcoe,32,Empty,3.62, -   , -   
1925,3516,Victoria,3548,Nipissing,21,Other manufactured and miscellaneous goods,1.93," 3,507 "," 24,925 "
1926,3516,Victoria,7012,Florida,32,Empty,1.89, -   , -   
1927,3516,Victoria,7036,New York,32,Empty,1.64, -   , -   
1928,3516,Victoria,7047,Tennessee,24,Parts & accessories for motors vehicles/ ogte,1.23, 262 , 909 
1929,3518,Durham,1300,New Brunswick,4,Base metals and articles of base metal,1.52," 28,024 "," 32,800 "
1930,3518,Durham,1300,New Brunswick,23,Paper and paper products,1.56," 21,532 "," 52,589 "
1931,3518,Durham,2400,Quebec,3,Automobiles and other vehicles/ gte,4.96," 59,155 "," 922,876 "
1932,3518,Durham,2400,Quebec,4,Base metals and articles of base metal,14.82," 275,327 "," 401,579 "
1933,3518,Durham,2400,Quebec,5,Cement and non-metallic mineral products,1.87," 55,813 "," 58,119 "
1934,3518,Durham,2400,Quebec,8,"Electronic, electrical & office equipment",1.09," 5,782 "," 406,047 "
1935,3518,Durham,2400,Quebec,19,Other agriculture and food products,12.29," 113,389 "," 145,784 "
1936,3518,Durham,2400,Quebec,20,Other chemical products,1.64," 25,774 "," 57,394 "
1937,3518,Durham,2400,Quebec,21,Other manufactured and miscellaneous goods,12.12," 62,368 "," 414,422 "
1938,3518,Durham,2400,Quebec,22,Other raw and finished forest products,2.31," 28,421 "," 42,554 "
1939,3518,Durham,2400,Quebec,23,Paper and paper products,3.68," 52,411 "," 82,339 "
1940,3518,Durham,2400,Quebec,25,Plastics and rubber products,2.46," 15,834 "," 88,559 "
1941,3518,Durham,2400,Quebec,28,Waste and scrap,5.29," 143,317 "," 116,679 "
1942,3518,Durham,2400,Quebec,32,Empty,13.60, -   , -   
1943,3518,Durham,3501,"Stormont, Dundas & Glengarry",3,Automobiles and other vehicles/ gte,7.05," 118,104 "," 1,897,111 "
1944,3518,Durham,3501,"Stormont, Dundas & Glengarry",4,Base metals and articles of base metal,1.19," 6,468 "," 20,874 "
1945,3518,Durham,3501,"Stormont, Dundas & Glengarry",32,Empty,5.72, -   , -   
1946,3518,Durham,3506,Ottawa-Carleton,5,Cement and non-metallic mineral products,2.45," 99,365 "," 54,271 "
1947,3518,Durham,3506,Ottawa-Carleton,19,Other agriculture and food products,4.60," 57,956 "," 108,015 "
1948,3518,Durham,3506,Ottawa-Carleton,21,Other manufactured and miscellaneous goods,6.92," 38,067 "," 251,841 "
1949,3518,Durham,3506,Ottawa-Carleton,23,Paper and paper products,1.00," 9,644 "," 27,823 "
1950,3518,Durham,3506,Ottawa-Carleton,32,Empty,3.10, -   , -   
1951,3518,Durham,3507,Leeds And Grenville United Counties,25,Plastics and rubber products,2.17," 27,052 "," 65,492 "
1952,3518,Durham,3507,Leeds And Grenville United Counties,32,Empty,5.92, -   , -   
1953,3518,Durham,3509,Lanark,19,Other agriculture and food products,1.04," 14,080 "," 20,402 "
1954,3518,Durham,3509,Lanark,21,Other manufactured and miscellaneous goods,1.41," 8,169 "," 55,511 "
1955,3518,Durham,3510,Frontenac,19,Other agriculture and food products,2.74," 22,444 "," 40,188 "
1956,3518,Durham,3510,Frontenac,32,Empty,6.59, -   , -   
1957,3518,Durham,3511,Lennox & Addington,32,Empty,4.72, -   , -   
1958,3518,Durham,3512,Hastings,4,Base metals and articles of base metal,7.46," 27,135 "," 24,908 "
1959,3518,Durham,3512,Hastings,19,Other agriculture and food products,16.49," 124,778 "," 203,333 "
1960,3518,Durham,3512,Hastings,20,Other chemical products,2.94, 400 ," 15,097 "
1961,3518,Durham,3512,Hastings,23,Paper and paper products,4.93," 24,587 "," 24,941 "
1962,3518,Durham,3512,Hastings,25,Plastics and rubber products,2.46," 2,487 "," 8,883 "
1963,3518,Durham,3512,Hastings,32,Empty,42.16, -   , -   
1964,3518,Durham,3513,Prince Edward,19,Other agriculture and food products,3.42," 3,108 "," 2,421 "
1965,3518,Durham,3513,Prince Edward,28,Waste and scrap,1.75," 12,222 "," 10,731 "
1966,3518,Durham,3513,Prince Edward,32,Empty,4.44, -   , -   
1967,3518,Durham,3514,Northumberland,5,Cement and non-metallic mineral products,1.58," 17,202 "," 4,999 "
1968,3518,Durham,3514,Northumberland,19,Other agriculture and food products,5.67," 40,617 "," 57,440 "
1969,3518,Durham,3514,Northumberland,20,Other chemical products,4.45," 10,405 "," 4,892 "
1970,3518,Durham,3514,Northumberland,21,Other manufactured and miscellaneous goods,6.10," 8,920 "," 58,432 "
1971,3518,Durham,3514,Northumberland,22,Other raw and finished forest products,2.31," 27,309 "," 22,385 "
1972,3518,Durham,3514,Northumberland,28,Waste and scrap,1.58," 12,616 "," 5,853 "
1973,3518,Durham,3514,Northumberland,31,Shipping containers returned empty,1.17," 8,183 ", -   
1974,3518,Durham,3514,Northumberland,32,Empty,35.12, -   , -   
1975,3518,Durham,3514,Northumberland,33,Mail,4.40," 2,569 ", -   
1976,3518,Durham,3515,Peterborough,4,Base metals and articles of base metal,1.62," 8,830 "," 22,567 "
1977,3518,Durham,3515,Peterborough,13,"Meat, fish and seafood",5.05," 25,536 "," 84,396 "
1978,3518,Durham,3515,Peterborough,14,"Minerals, ores and concentrates",1.33," 19,995 "," 6,584 "
1979,3518,Durham,3515,Peterborough,17,"Organic chemical, fertilizer",2.65," 84,045 "," 76,363 "
1980,3518,Durham,3515,Peterborough,19,Other agriculture and food products,14.56," 206,884 "," 254,326 "
1981,3518,Durham,3515,Peterborough,21,Other manufactured and miscellaneous goods,1.66," 22,592 "," 153,506 "
1982,3518,Durham,3515,Peterborough,32,Empty,50.02, -   , -   
1983,3518,Durham,3515,Peterborough,33,Mail,1.48, 270 , -   
1984,3518,Durham,3516,Victoria,19,Other agriculture and food products,1.79," 11,527 "," 4,749 "
1985,3518,Durham,3516,Victoria,21,Other manufactured and miscellaneous goods,1.98," 5,156 "," 37,203 "
1986,3518,Durham,3516,Victoria,32,Empty,21.05, -   , -   
1987,3518,Durham,3518,Durham,4,Base metals and articles of base metal,7.46," 3,187 "," 3,722 "
1988,3518,Durham,3518,Durham,5,Cement and non-metallic mineral products,10.77," 216,218 "," 90,267 "
1989,3518,Durham,3518,Durham,10,Liquefied propane gases and other petroleum products including liquefied natural gas,3.82," 76,480 "," 10,179 "
1990,3518,Durham,3518,Durham,12,Machinery,4.08," 70,902 "," 370,346 "
1991,3518,Durham,3518,Durham,13,"Meat, fish and seafood",3.87," 15,509 "," 56,852 "
1992,3518,Durham,3518,Durham,14,"Minerals, ores and concentrates",42.53," 1,103,336 "," 185,862 "
1993,3518,Durham,3518,Durham,19,Other agriculture and food products,17.29," 57,123 "," 92,100 "
1994,3518,Durham,3518,Durham,20,Other chemical products,1.43," 3,253 "," 11,017 "
1995,3518,Durham,3518,Durham,21,Other manufactured and miscellaneous goods,20.71," 53,825 "," 463,562 "
1996,3518,Durham,3518,Durham,22,Other raw and finished forest products,12.37," 102,978 "," 212,727 "
1997,3518,Durham,3518,Durham,23,Paper and paper products,9.07," 43,430 "," 52,705 "
1998,3518,Durham,3518,Durham,24,Parts & accessories for motors vehicles/ ogte,1.75," 1,670 "," 6,346 "
1999,3518,Durham,3518,Durham,25,Plastics and rubber products,4.40," 1,663 "," 7,320 "
2000,3518,Durham,3518,Durham,28,Waste and scrap,32.63," 235,107 "," 121,998 "
2001,3518,Durham,3518,Durham,32,Empty,373.46, -   , -   
2002,3518,Durham,3518,Durham,33,Mail,7.79," 6,833 ", -   
2003,3518,Durham,3519,York,4,Base metals and articles of base metal,1.86," 7,829 "," 33,929 "
2004,3518,Durham,3519,York,13,"Meat, fish and seafood",35.71," 162,320 "," 516,924 "
2005,3518,Durham,3519,York,14,"Minerals, ores and concentrates",2.55," 97,593 "," 13,155 "
2006,3518,Durham,3519,York,19,Other agriculture and food products,3.16," 20,265 "," 48,290 "
2007,3518,Durham,3519,York,21,Other manufactured and miscellaneous goods,1.11," 4,025 "," 27,352 "
2008,3518,Durham,3519,York,23,Paper and paper products,35.71," 38,964 "," 95,167 "
2009,3518,Durham,3519,York,25,Plastics and rubber products,35.71," 32,464 "," 115,956 "
2010,3518,Durham,3519,York,28,Waste and scrap,1.99," 18,053 "," 11,754 "
2011,3518,Durham,3519,York,32,Empty,51.91, -   , -   
2012,3518,Durham,3520,Toronto,5,Cement and non-metallic mineral products,2.64," 103,974 "," 42,421 "
2013,3518,Durham,3520,Toronto,11,Lumber,1.99, 199 , 360 
2014,3518,Durham,3520,Toronto,12,Machinery,35.71," 714,209 "," 5,885,667 "
2015,3518,Durham,3520,Toronto,14,"Minerals, ores and concentrates",18.41," 616,581 "," 158,737 "
2016,3518,Durham,3520,Toronto,17,"Organic chemical, fertilizer",35.71," 622,924 "," 90,946 "
2017,3518,Durham,3520,Toronto,32,Empty,158.80, -   , -   
2018,3518,Durham,3520,Toronto,33,Mail,2.16," 1,960 ", -   
2019,3518,Durham,3521,Peel,19,Other agriculture and food products,37.70," 315,684 "," 457,973 "
2020,3518,Durham,3521,Peel,21,Other manufactured and miscellaneous goods,39.75," 28,479 "," 198,277 "
2021,3518,Durham,3521,Peel,22,Other raw and finished forest products,1.86, 848 ," 1,809 "
2022,3518,Durham,3521,Peel,23,Paper and paper products,37.08," 249,031 "," 608,230 "
2023,3518,Durham,3521,Peel,24,Parts & accessories for motors vehicles/ ogte,1.24," 2,280 "," 8,149 "
2024,3518,Durham,3521,Peel,32,Empty,50.32, -   , -   
2025,3518,Durham,3522,Dufferin,28,Waste and scrap,1.69," 13,818 "," 8,997 "
2026,3518,Durham,3522,Dufferin,32,Empty,5.57, -   , -   
2027,3518,Durham,3523,Wellington,3,Automobiles and other vehicles/ gte,12.74," 78,954 ", -   
2028,3518,Durham,3523,Wellington,5,Cement and non-metallic mineral products,3.68," 20,049 "," 40,480 "
2029,3518,Durham,3523,Wellington,19,Other agriculture and food products,2.21," 5,495 "," 47,376 "
2030,3518,Durham,3523,Wellington,21,Other manufactured and miscellaneous goods,2.24," 18,299 "," 124,298 "
2031,3518,Durham,3523,Wellington,22,Other raw and finished forest products,1.56," 7,360 "," 6,771 "
2032,3518,Durham,3523,Wellington,23,Paper and paper products,1.21, 59 , 145 
2033,3518,Durham,3523,Wellington,28,Waste and scrap,1.56," 54,495 "," 47,847 "
2034,3518,Durham,3523,Wellington,31,Shipping containers returned empty,6.25," 37,423 ", -   
2035,3518,Durham,3523,Wellington,32,Empty,32.51, -   , -   
2036,3518,Durham,3524,Halton,4,Base metals and articles of base metal,1.49," 5,219 "," 13,337 "
2037,3518,Durham,3524,Halton,5,Cement and non-metallic mineral products,1.81," 72,240 "," 9,174 "
2038,3518,Durham,3524,Halton,12,Machinery,4.46," 84,411 "," 314,590 "
2039,3518,Durham,3524,Halton,13,"Meat, fish and seafood",2.74," 19,981 "," 173,277 "
2040,3518,Durham,3524,Halton,14,"Minerals, ores and concentrates",9.80," 372,253 "," 122,195 "
2041,3518,Durham,3524,Halton,19,Other agriculture and food products,8.30," 72,831 "," 143,233 "
2042,3518,Durham,3524,Halton,21,Other manufactured and miscellaneous goods,3.16," 2,876 "," 25,235 "
2043,3518,Durham,3524,Halton,22,Other raw and finished forest products,9.44," 28,145 "," 48,952 "
2044,3518,Durham,3524,Halton,23,Paper and paper products,2.22," 10,076 "," 12,394 "
2045,3518,Durham,3524,Halton,24,Parts & accessories for motors vehicles/ ogte,6.22," 5,352 "," 20,292 "
2046,3518,Durham,3524,Halton,25,Plastics and rubber products,1.51," 2,304 "," 8,231 "
2047,3518,Durham,3524,Halton,27,Telecommunications equipment and material,1.94," 6,610 "," 352,549 "
2048,3518,Durham,3524,Halton,32,Empty,16.25, -   , -   
2049,3518,Durham,3525,Hamilton,3,Automobiles and other vehicles/ gte,5.46," 69,826 "," 1,008,806 "
2050,3518,Durham,3525,Hamilton,4,Base metals and articles of base metal,4.12," 162,196 "," 148,881 "
2051,3518,Durham,3525,Hamilton,19,Other agriculture and food products,3.27," 10,106 "," 14,453 "
2052,3518,Durham,3525,Hamilton,21,Other manufactured and miscellaneous goods,2.49," 11,431 "," 77,680 "
2053,3518,Durham,3525,Hamilton,24,Parts & accessories for motors vehicles/ ogte,2.19," 6,861 "," 24,524 "
2054,3518,Durham,3525,Hamilton,28,Waste and scrap,5.84," 155,055 "," 73,023 "
2055,3518,Durham,3525,Hamilton,31,Shipping containers returned empty,3.96," 3,631 ", -   
2056,3518,Durham,3525,Hamilton,32,Empty,51.66, -   , -   
2057,3518,Durham,3526,Niagara,3,Automobiles and other vehicles/ gte,3.37," 13,498 ", -   
2058,3518,Durham,3526,Niagara,4,Base metals and articles of base metal,5.72," 187,483 "," 257,937 "
2059,3518,Durham,3526,Niagara,15,Newsprint,1.51," 54,216 "," 50,909 "
2060,3518,Durham,3526,Niagara,19,Other agriculture and food products,3.15," 27,918 "," 43,220 "
2061,3518,Durham,3526,Niagara,20,Other chemical products,2.17," 39,700 "," 43,906 "
2062,3518,Durham,3526,Niagara,22,Other raw and finished forest products,1.78," 1,397 "," 1,204 "
2063,3518,Durham,3526,Niagara,24,Parts & accessories for motors vehicles/ ogte,1.60," 3,417 "," 12,439 "
2064,3518,Durham,3526,Niagara,32,Empty,24.26, -   , -   
2065,3518,Durham,3528,Haldimand-Norfolk,4,Base metals and articles of base metal,2.04, 277 , 895 
2066,3518,Durham,3528,Haldimand-Norfolk,32,Empty,2.66, -   , -   
2067,3518,Durham,3529,Brant,3,Automobiles and other vehicles/ gte,1.22," 19,471 "," 312,769 "
2068,3518,Durham,3529,Brant,19,Other agriculture and food products,2.04," 3,246 "," 4,703 "
2069,3518,Durham,3529,Brant,25,Plastics and rubber products,1.02," 8,674 "," 42,607 "
2070,3518,Durham,3529,Brant,32,Empty,13.92, -   , -   
2071,3518,Durham,3530,Waterloo,3,Automobiles and other vehicles/ gte,9.26," 121,975 "," 1,406,846 "
2072,3518,Durham,3530,Waterloo,4,Base metals and articles of base metal,2.23," 2,023 "," 5,171 "
2073,3518,Durham,3530,Waterloo,13,"Meat, fish and seafood",5.67," 19,943 "," 63,511 "
2074,3518,Durham,3530,Waterloo,19,Other agriculture and food products,1.71," 42,825 "," 43,091 "
2075,3518,Durham,3530,Waterloo,21,Other manufactured and miscellaneous goods,1.97," 14,453 "," 98,186 "
2076,3518,Durham,3530,Waterloo,22,Other raw and finished forest products,3.32," 3,021 ", 980 
2077,3518,Durham,3530,Waterloo,23,Paper and paper products,9.70," 84,723 "," 230,969 "
2078,3518,Durham,3530,Waterloo,24,Parts & accessories for motors vehicles/ ogte,4.74," 53,024 "," 98,647 "
2079,3518,Durham,3530,Waterloo,25,Plastics and rubber products,4.40," 43,351 "," 203,444 "
2080,3518,Durham,3530,Waterloo,28,Waste and scrap,5.97," 176,143 "," 123,031 "
2081,3518,Durham,3530,Waterloo,29,Wheat and other cereal grains,1.99," 59,664 "," 13,066 "
2082,3518,Durham,3530,Waterloo,31,Shipping containers returned empty,1.99," 7,956 ", -   
2083,3518,Durham,3530,Waterloo,32,Empty,34.24, -   , -   
2084,3518,Durham,3531,Perth,24,Parts & accessories for motors vehicles/ ogte,4.75," 22,573 "," 83,464 "
2085,3518,Durham,3531,Perth,32,Empty,2.79, -   , -   
2086,3518,Durham,3532,Oxford,3,Automobiles and other vehicles/ gte,14.11," 151,026 ", -   
2087,3518,Durham,3532,Oxford,5,Cement and non-metallic mineral products,2.34," 96,117 "," 12,207 "
2088,3518,Durham,3532,Oxford,12,Machinery,1.71," 15,269 "," 81,910 "
2089,3518,Durham,3532,Oxford,19,Other agriculture and food products,6.12," 45,149 "," 132,382 "
2090,3518,Durham,3532,Oxford,31,Shipping containers returned empty,5.22," 46,693 ", -   
2091,3518,Durham,3532,Oxford,32,Empty,28.79, -   , -   
2092,3518,Durham,3536,Kent,3,Automobiles and other vehicles/ gte,2.49," 7,643 ", -   
2093,3518,Durham,3536,Kent,17,"Organic chemical, fertilizer",1.14," 25,816 "," 23,456 "
2094,3518,Durham,3536,Kent,31,Shipping containers returned empty,3.25," 14,366 ", -   
2095,3518,Durham,3536,Kent,32,Empty,4.60, -   , -   
2096,3518,Durham,3537,Essex,3,Automobiles and other vehicles/ gte,13.16," 119,554 "," 779,859 "
2097,3518,Durham,3537,Essex,4,Base metals and articles of base metal,2.13," 1,525 "," 9,299 "
2098,3518,Durham,3537,Essex,8,"Electronic, electrical & office equipment",1.25," 10,571 "," 230,782 "
2099,3518,Durham,3537,Essex,21,Other manufactured and miscellaneous goods,1.92," 11,421 "," 77,585 "
2100,3518,Durham,3537,Essex,23,Paper and paper products,1.59," 1,593 "," 5,455 "
2101,3518,Durham,3537,Essex,24,Parts & accessories for motors vehicles/ ogte,1.88," 10,243 "," 37,311 "
2102,3518,Durham,3537,Essex,25,Plastics and rubber products,1.54, 301 ," 1,228 "
2103,3518,Durham,3537,Essex,31,Shipping containers returned empty,3.00," 14,032 ", -   
2104,3518,Durham,3537,Essex,32,Empty,23.63, -   , -   
2105,3518,Durham,3538,Lambton,3,Automobiles and other vehicles/ gte,1.56," 4,114 ", -   
2106,3518,Durham,3538,Lambton,10,Liquefied propane gases and other petroleum products including liquefied natural gas,1.20," 13,233 "," 4,315 "
2107,3518,Durham,3538,Lambton,12,Machinery,1.03," 8,418 "," 65,035 "
2108,3518,Durham,3538,Lambton,24,Parts & accessories for motors vehicles/ ogte,1.14," 7,721 "," 29,330 "
2109,3518,Durham,3538,Lambton,28,Waste and scrap,1.79," 53,790 "," 11,995 "
2110,3518,Durham,3538,Lambton,31,Shipping containers returned empty,5.09," 17,422 ", -   
2111,3518,Durham,3538,Lambton,32,Empty,22.01, -   , -   
2112,3518,Durham,3539,Middlesex,3,Automobiles and other vehicles/ gte,24.75," 363,308 "," 5,281,369 "
2113,3518,Durham,3539,Middlesex,19,Other agriculture and food products,1.06," 20,684 "," 20,291 "
2114,3518,Durham,3539,Middlesex,24,Parts & accessories for motors vehicles/ ogte,2.78," 34,635 "," 86,515 "
2115,3518,Durham,3539,Middlesex,32,Empty,6.51, -   , -   
2116,3518,Durham,3541,Bruce,3,Automobiles and other vehicles/ gte,2.03," 1,384 "," 22,228 "
2117,3518,Durham,3542,Grey,32,Empty,17.41, -   , -   
2118,3518,Durham,3543,Simcoe,5,Cement and non-metallic mineral products,1.52," 53,200 "," 6,756 "
2119,3518,Durham,3543,Simcoe,19,Other agriculture and food products,5.38," 58,638 "," 166,703 "
